id_projeto,id_receita,ds_tipo_arrecadacao,ds_receita,vl_unitario,nr_quantidade,vl_receita,fl_fonte_recurso,tp_recurso,nm_instituicao,fl_orgao_publico
11523,2679,,"Recurso do Edital Universal 2016, para análise metagenômica de organismos aderidos a plásticos superficiais nos oceanos.",28500.00,1.00,28500.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11526,2680,,"manutenção de equipamentos, aquisição de novos,conserto, instalação e adequação de equipamentos.Materiais de Consumo para a manutenção da Coleção de Cultivos e sua divulgação",130000.00,1.00,130000.00,T,E,"Financiadora de Estudos e Projetos",S
11543,2688,,"Superávit do BRACIS 2020",18560.07,1.00,18560.07,T,E,"Sociedade Brasileira de Computação",N
11583,2691,,"Emenda Parlamentar",100000.00,1.00,100000.00,T,E,"Ministério da Educação",S
11633,2702,,"Recursos para bolsas e custeio do projeto.",199900.00,1.00,199900.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
11633,2703,,"Valor para custeio e bolsas de Pós-Doutorado Júnior (48 meses), Extensão no país (24 meses), Inciação Científica (12 meses) e Iniciação ao Extensionismo (12 meses)",447419.00,1.00,447419.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11640,2705,,"Recursos previstos para 2021 (Fonte Tesouro)",346860.00,1.00,346860.00,I,,,
13031,3195,,"Fundos da Comunidade Européia ao projeto Atlantico convertido em Euros no dia 07/07/2020 na taxa de 6,05",386826.38,1.00,386826.38,T,E,"European Comission",S
11683,2711,,"Coontrapartida unidade iTEC/EMBRAPII",70523.81,1.00,70523.81,C,,,
11683,2712,,"Recurso convênio SEBRAE x EMBRAPII",148100.00,1.00,148100.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
11683,2713,,"Recurso EMBRAPII",141047.62,1.00,141047.62,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",N
11683,2714,,"Recurso financiado pela empresa demandante.",63471.43,1.00,63471.43,T,E,"UBOTS Serviços de Informática Ltda",N
11694,2718,,Equipamento,2000.00,1.00,2000.00,I,,,
11803,2731,,"Recurso oriundo da PMRG para financiar a execução do projeto",52873.56,1.00,52873.56,T,E,"Prefeitura Municipal do Rio Grande - Secretaria de Município de Administração e Licitações",S
11825,2734,,"Capital destinado a itens de custeio. Tudo o que será utilizado no desenvolvimento do projeto. Devem ser adquiridos Peças, Componentes e Materiais Diversos, Equipamentos de Proteção Individual e Ferramentas e instrumentos em geral. Além de itens de capital, ou seja, os equipamentos e materiais permanentes necessários à execução do projeto",10500.00,1.00,10500.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11825,2735,,"Concedidas 9 (nove) bolsas Iniciação Científica Júnior, para alunas participantes das Escolas Públicas que fazem parte do projeto.",10800.00,1.00,10800.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11825,2736,,"Duas bolsas de iniciação científica para alunas da FURG, participantes do projeto, por 12 meses.",9600.00,1.00,9600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11825,2737,,"Três bolsas Apoio Técnico à Extensão no País - Nível Superior (ATP-A), concedida a professores das Escolas Públicas participantes do projeto, por 12 meses.",19800.00,1.00,19800.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
11939,2756,Inscrição,GRU,80.00,400.00,32000.00,A,,,
11977,2757,,"Equipamentos disponibilizados pela FURG para a execução do projeto",6910550.63,1.00,6910550.63,C,,,
11977,2758,,"Valor para despesas de custeio e duas bolsas DTI-B por 24 meses",270000.00,1.00,270000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
12032,2762,,"EDITAL DE FOMENTO DE AÇÕES DE EXTENSÃO UNIVERSITÁRIA PROEXC 01/2018",10000.00,1.00,10000.00,I,,,
13198,3263,,"Recurso será pago pela Yara, através de Ordem de Compra emitida à FAURG.",13920.00,1.00,13920.00,T,E,"Yara Brasil Fertilizantes - Porto Alegre",N
13206,3265,,"Recurso referente ao PROGRAMA PRIMEIROS PROJETOS - ARD/PPP 2014",24691.60,1.00,24691.60,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
12122,2801,,"EDITAL FAPERGS 10/2020 - AUXÍLIO RECÉM-DOUTOR - ARD",18000.00,1.00,18000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
12149,2807,,"Disponibilidade de servidores",97000.00,1.00,97000.00,C,,,
12149,2808,,"Repasse pactuado.",320000.00,1.00,320000.00,T,E,"Superintendência do Porto do Rio Grande",S
13218,3273,,"Recurso destinado a execução do projeto, para compras de material de consumo, pagamento de pessoal, diárias, passagens, despesas com embarcações e saídas de campo.",667604.00,1.00,667604.00,T,E,"Superintendência do Porto do Rio Grande",N
12181,2816,Inscrição,"Inscrição individual",150.00,20.00,3000.00,A,,,
12181,2817,"Prestação de Serviço",Mensalidades,100.00,180.00,18000.00,A,,,
12207,2827,"Prestação de Serviço","aluguel de bancas completas",1020.00,6.00,6120.00,A,,,
12207,2828,"Prestação de Serviço","aluguel de bancas simples",870.00,13.00,11310.00,A,,,
12207,2829,"Prestação de Serviço","espaço agricultura familiar",400.00,1.00,400.00,A,,,
12207,2830,"Prestação de Serviço","espaços de alimentação",800.00,2.00,1600.00,A,,,
12207,2831,,Patrocínio,50000.00,1.00,50000.00,T,E,"Superintendência do Porto do Rio Grande",S
12207,2832,,"Recursos a captar junto a patrocinadores",50000.00,1.00,50000.00,T,E,"Patrocínio - recursos a captar",N
12224,2906,,Bolsa,4200.00,1.00,4200.00,I,,,
12226,2907,,"Recursos advindos de inscrição para bolsas MAI/DAI.",143712.00,1.00,143712.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
12226,2908,,"Recursos não financeiros advindos da empresa Anota Aí.",0.00,1.00,0.00,T,N,"Anota aí",N
12229,2910,,"Fincanciado pela empresa",88300.00,1.00,88300.00,T,E,"Transnorte Transportes Aquaviários Ltda.",N
12230,2911,,"Auxílio para a realização de Projeto de Pesquisa",10000.00,1.00,10000.00,T,E,"RoboCup Brasil",N
12275,2943,Inscrição,"Aluno Especial do PPGDJS",150.00,400.00,60000.00,A,,,
12275,2944,Inscrição,"Aluno Regular",150.00,1000.00,150000.00,A,,,
12275,2945,Inscrição,"Eventos científicos organizados pelo Programa de Pós-Graduação em Direito e Justiça Social da FURG",30.00,1000.00,30000.00,A,,,
12334,2948,,"Projeto aprovado no EDITAL FAPERGS 10/2020 - AUXÍLIO RECÉM-DOUTOR - ARD (https://fapergs.rs.gov.br/upload/arquivos/202104/23164809-resultado-final-das-propostas-aprovadas.pdf ) sob protocolo: 54486.632.41688.04032021 e em fase de contratação pela unidade de fomento.",22751.00,1.00,22751.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
12354,2952,,"BolsasNúmero do Processo:442831/2020-0Chamada CNPq/MS/SAPS/DEPROS Nº 27/2020 - Pesquisa em Doenças Crônicas Não Transmissíveis e Fatores de Risco Associados",44000.00,1.00,44000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
12354,2953,,"Verba de custeioNúmero do Processo:442831/2020-0Chamada CNPq/MS/SAPS/DEPROS Nº 27/2020 - Pesquisa em Doenças Crônicas Não Transmissíveis e Fatores de Risco Associados",16000.00,1.00,16000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
12356,2954,,"Edital Universal 2018",23000.00,1.00,23000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
12359,2955,,"Pagamento da divulgação e aquisição de plataforma digital.",9747.00,1.00,9747.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
12393,2965,,"Despesas de capital e custeio",11300.00,1.00,11300.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
12510,3009,,"A previsão do montante total de recurso a ser disponibilizado é de R$773.245,00, no entanto esse valor poderá sofrer alteração em  função do número de alunos matriculados nos cursos, considerando o cálculo custoXaluno.A descentralização financeira será anual (de 2021 a 2024). 2021 (1ª parcela) -  R$258.470,002022 (2ª parcela) - R$225.620,002023 (3ª parcela) - R$192.770,002024 (4ª parcela) - R$96.385,00",773245.00,1.00,773245.00,T,E,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",S
13352,3320,"Prestação de Serviço","Pagamento da sexta parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
13352,3321,"Prestação de Serviço","Pagamento da terceira parcela de 10% do valor contratado no ato da entrega / apresentação do relatório parcial",42832.65,1.00,42832.65,A,,,
13422,3367,,"Recurso via convênio SEBRAE/EMBRAPII",300000.00,1.00,300000.00,T,E,"Serviço de Apoio às Micro e Pequenas Empresas do Estado do Rio Grande do Sul",N
13422,3368,,"1 Direção iTec , R$ 106,44 /hora , 16 horas/mês , 24 meses",40872.96,1.00,40872.96,C,,,
13422,3369,,"1 Coordenação de Prospecção , R$ 39,33/hora , 16 horas/mês , 24 meses",22656.00,1.00,22656.00,C,,,
13422,3370,,"1 Coordenador Doutor , R$ 62,02 /hora , 16 horas/mês , 24 meses",23814.02,1.00,23814.02,C,,,
13422,3371,,"1 Pesquisador Doutor , R$ 69,70 /hora, 22 horas/mês , 24 meses",36797.59,1.00,36797.59,C,,,
13422,3372,,"Recurso próprio da empresa para investimento em inovação.",21000.00,1.00,21000.00,T,E,"CONFLUENCIA SERVICOS DE PUBLICIDADE, CONSULTORIA EMPRESARIAL E TI LTD",N
13422,3373,,"Recurso próprio da empresa para investimento em inovação tecnológica.",358517.23,1.00,358517.23,T,E,"LANCHAS MILLENIUM DO SUL INDUSTRIA & COMERCIO LTDA",N
13422,3374,,"Recurso EMBRAPII para projeto de inovação tecnológica",850483.03,1.00,850483.03,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",S
13422,3375,,"1 Coordenação de Propriedade Intelectual , R$ 68,69 /hora, 16 horas/mês, 24 meses",26376.96,1.00,26376.96,C,,,
13422,3376,,"1 Coordenação de Planejamento iTec , R$ 63,82 /hora , 16 horas/mês , 24 meses",24506.88,1.00,24506.88,C,,,
13422,3377,,"1 Coordenação de Operações iTec , R$ 82,96 /hora , 16 horas/mês , 24 meses",31857.10,1.00,31857.10,C,,,
13422,3378,,"1 Coordenação Financeira iTec , R$ 61,36 /hora , 20 horas/mês , 24 meses",29452.80,1.00,29452.80,C,,,
13422,3379,,"1 Coordenação de Carteira iTec , R$ 71,28 /hora, 20 horas/mês, 24 meses",34214.40,1.00,34214.40,C,,,
13422,3380,,"1 Técnico Adm. (EGP) , R$ 46,58 /hora , 20 horas/mês , 24 meses",22358.40,1.00,22358.40,C,,,
13422,3381,,"1 Coordenação de Recursos Humanos iTec , R$ 86,28/hora , 16 horas/mês , 24 meses",33131.52,1.00,33131.52,C,,,
13422,3382,,"1 Pesquisador Doutor , R$ 94,64 /hora , 21,5 horas/mês , 24 meses",48834.24,1.00,48834.24,C,,,
13422,3383,,"1 Administrador (EGP), R$ 19,86 /hora , 16 horas/mês , 24 meses",7627.20,1.00,7627.20,C,,,
13448,3405,"Prestação de Serviço","Arrecadação com as saídas das embarcações",920652.16,1.00,920652.16,A,,,
13448,3406,,"Contrapartida FURG",6298275.00,1.00,6298275.00,C,,,
13451,3408,,"recurso de patrocinio",200000.00,1.00,200000.00,T,E,"A DEFINIR",N
13466,3410,"Prestação de Serviço","Arrecadação com as saídas das embarcações/projetos",900000.00,1.00,900000.00,A,,,
13466,3411,,FURG,2387804.35,1.00,2387804.35,I,,,
13471,3412,,"Projeto aprovado pelo edital pesquisador Gaúcho de 2019 na faixa A.",27300.00,1.00,27300.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
13488,3413,Inscrição,"Ítens de custeio",29040.00,1.00,29040.00,A,,,
13490,3415,,"Recurso em espécie",2434530.00,1.00,2434530.00,T,E,"Governo do Estado do Rio Grande do Sul",S
13496,3420,,"Pagamento de contrapartida (8% do valor do projeto) por taxas administrativas da FAURG a ser operacionalizada prla FURG.",6200.00,1.00,6200.00,C,,,
13496,3421,,"Valores repassados em moeda estrangeira (dolares americanos) pelo Centro de Estudos Olimpicos",80000.00,1.00,80000.00,T,E,"Centro de Estudos Olímpicos do Comitê Olímpico Internacional",N
13522,3423,,"Pagamento de bolsa",4800.00,1.00,4800.00,I,,,
13530,3425,,"Equipamentos e material permanente",276700.00,1.00,276700.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3426,,"Obrigações tributárias e Contributivas",110000.00,1.00,110000.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3427,,Diarias,172100.00,1.00,172100.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3428,,Bolsas,452104.00,1.00,452104.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3429,,"Material de Consumo",100500.00,1.00,100500.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3430,,"Serviços de terceiros de PJ",132916.00,1.00,132916.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3431,,Passagens,8000.00,1.00,8000.00,T,E,"Fundo Brasileiro para a Biodiversidade",N
13530,3432,,"Pagamento de salários de pesquisadores",149766.84,1.00,149766.84,C,,,
13549,3435,,"Pagamento de 1 bolsa PDE por 10 meses, no valor de R$400,00 para 12h semanais.",4000.00,1.00,4000.00,C,,,
13551,3436,,"O aporte orçamentário e financeiro viabilizará a oferta do Curso Ciência é Dez. O montante inicialmente previsto e aprovado pelo órgão de fomento poderá sofrer alteração ao longo da execução do projeto.",84315.00,1.00,84315.00,T,E,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",S
13559,3438,,Recurso,2963474.70,1.00,2963474.70,T,E,"Petróleo Brasileiro S/A.",S
13566,3440,,"As análises serão realizadas nos laboratórios da FURG envolvidos (LACOM e LARCO) que dispõem dos equipamentos necessários como contrapartida em horas de uso:LC-MS/MS: cromatografia líquida acoplada a espectrometria de massas em série: R$ 50.000,00; GC-MS: cromatografia gasosa acoplada a espectrometria de massas: R$ 50.000,00;- Estrutura dos Laboratórios da EQA envolvidos e viaturas para coleta das amostras: R$ 40.000,00 Total de contrapartida: R$ 140.000,00",140000.00,1.00,140000.00,C,,,
13566,3441,,"Diárias   R$ 0,00    Bolsas   R$ 161.040,00   Material de Consumo   R$ 107.300,00   Passagens   R$ 0,00   Outros Serviços de Terceiros - Pessoa Física   R$ 0,00   Outros Serviços de Terceiros - Pessoa Jurídica   R$ 80.000,00   Encargos Sociais - 20% sobre Serv. Terc. Pes. Física   R$ 0,00   Obras e Instalações   R$ 0,00 Equipamento e Material Permanente   R$ 19.820,00   Ressarcimento FAURG (*) 5%   R$ 21158,62   Ressarcimento FURG (*) 4%   R$ 16926,90   Ressarcimento Unidade (*) 4% EQA - Escola de Química e Alimentos   R$ 16.926,90TOTAL GERAL   R$ 423.172,42",423172.36,1.00,423172.36,T,E,"Companhia Riograndense de Saneamento",S
13578,3446,,"Provimento para pagamento de RHs, materiais e deslocamentos",35919.54,1.00,35919.54,T,E,"Prefeitura Municipal de Santo Antônio da Patrulha",S
13633,3479,,"Aporte financeiro da EMBRAPII",219311.40,1.00,219311.40,T,E,"Empresa Brasileira de Pesquisa e Inovação Industrial",N
13633,3480,,"Aporte financeiro da EMPRESA",329000.00,1.00,329000.00,T,E,"ArcelorMittal S.A.",N
13613,3460,,"Edital PgG",27500.00,1.00,27500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
13615,3461,,"EDITAL FAPERGS 07/2021, PROGRAMA PESQUISADOR GAÚCHO - PqG",31500.00,1.00,31500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
13621,3462,,"Aporte financeiro de investimento em P&D da empresa.",160000.00,1.00,160000.00,T,E,"Refinaria de Petróleo Riograndense",N
13621,3463,,"Recursos EMBRAPII",106666.00,1.00,106666.00,T,E,"Empresa Brasileira de Pesquisa Agropecuária",N
13633,3481,,"RH, apoio técnico. Quant = 3, Valor/Hora  = R$ 50, Horas/Mês = 4, 24 meses",14400.00,1.00,14400.00,C,,,
13633,3482,,"Uso MEV, 20h/mês, 20 meses",40000.00,1.00,40000.00,C,,,
13633,3483,,"Uso potenciostato, 12h/mês, 12 meses",8488.60,1.00,8488.60,C,,,
13633,3484,,"Uso robô de soldagem, 30h/mês, 12 meses",46800.00,1.00,46800.00,C,,,
13634,3485,,"Fonte Própria Furg",57600.00,1.00,57600.00,I,,,
13636,3487,,"Bolsas de trabalho para os servidores da FURG",42000.00,1.00,42000.00,T,E,"FUNDEP - Fundação de Desenvolvimento da Pesquisa",N
13729,3528,,"Recurso destinado as despesas e custos necessários para a execução do projeto.",130200.00,1.00,130200.00,T,E,"Prefeitura Municipal de São José do Norte - Secretaria Municipal da Saúde e Assistência Social",S
13733,3529,,"Recurso destinado para as despesas na execução do projeto.",1073200.00,1.00,1073200.00,T,E,"Prefeitura Municipal do Rio Grande",S
13641,3489,,"Os valores recebidos serão utilizados para a compra de novos equipamentos para o projeto.",1670084.80,1.00,1670084.80,T,E,"Superintendência do Porto do Rio Grande",S
13641,3490,,"Recurso destinado ao Programa de Monitoramento, compra de boias meteoceanográficas, cruzeiros de monitoramento, experimento com traçadores, contratação de equipe.",7512019.00,1.00,7512019.00,T,E,"Superintendência do Porto do Rio Grande",S
13643,3491,,"Os recursos serão utilizados para compra de equipamentos e material permanente, pessoa jurídica, pessoa física e material de consumo",2766160.95,1.00,2766160.95,T,E,"Fundo Clima - MMA",S
13644,3492,"Prestação de Serviço","Libra Terminal Rio AS",355205.34,1.00,355205.34,A,,,
13644,3493,"Prestação de Serviço","Multi-Rio Operações Portuárias",355205.33,1.00,355205.33,A,,,
13644,3494,"Prestação de Serviço","Triunfo Logística Ltda",355205.33,1.00,355205.33,A,,,
13647,3497,"Prestação de Serviço","Análise físico-química de alimentos",100.00,10.00,1000.00,A,,,
13647,3498,"Prestação de Serviço","Análises de leite",280.00,1.00,280.00,A,,,
13647,3499,"Prestação de Serviço","Análises microbiológicas",250.00,10.00,2500.00,A,,,
13647,3500,"Prestação de Serviço","Curso de Boas  Práticas de Fabricação (BPFs))",1000.00,1.00,1000.00,A,,,
13647,3501,"Prestação de Serviço","Realização de análises de solos",45.00,100.00,4500.00,A,,,
13647,3502,"Prestação de Serviço","Realização de determinação de agrotóxicos em alimentos",200.00,5.00,1000.00,A,,,
13654,3511,,"recurso da Griffith University",763217.84,1.00,763217.84,T,E,"Griffith University",N
13657,3512,,"Chamada CNPq/MCTI/FNDCT Nº 18/2021 - Faixa A - Grupos Emergentes",64000.00,1.00,64000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13659,3514,,"Auxílio financeiro aprovada em Edital Universal 2018Custeio: R$5.050,00Capital: R$18.950,00",24000.00,1.00,24000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13685,3515,,"Acordo de cooperação técnica-científica entre a contratante e a Fundação de Apoio à Universidade Federal do Rio Grande. Para execução de projeto de pesquisa",522071.43,1.00,522071.43,T,E,"CAB Viana - Divisão Ambiental",S
13696,3516,,"Valor pago pela PMSJN para a realização do projeto.",35321.43,1.00,35321.43,T,E,"Prefeitura de São José do Norte",S
13698,3517,,"Multa referente a atraso na entrega de equipamentos",5000.00,1.00,5000.00,T,E,"Nacional Servidores",N
13698,3518,,"Recursos no total de USD 16000 para compra de equipamentos, pagamento de bolsas e despesas com viagens.",84763.12,1.00,84763.12,T,E,LACNIC,S
13721,3527,,"Número do Processo:446884/2020-0Solicitante:Berenice Vahl VanielChamada: Feiras 2020Título do Projeto:8ª Feira Municipal do Conhecimento de São Lourenço do SulRecurso para custeio.",15500.00,1.00,15500.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13735,3530,,"Bolsa de Iniciação Científica",4320.00,1.00,4320.00,T,E,"Universidade Federal de Minas Gerais",S
13789,3537,,"Recurso pago diretamente pela CAPES na forma de bolsa aos participantes, por 18 meses: - 96 residentes (estudantes de graduação);- 12 professoras/es da educação básica;- 4 docentes orientadores da FURG;- 1 coordenadora institucional da FURG.",970200.00,1.00,970200.00,T,E,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",S
13817,3539,,"A execução do projeto será realizada com os recursos que já foram adquiridos através de bolsa de produtividade CNPq e por projetos de pesquisa",0.10,1.00,0.10,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13817,3540,,"Material permanente - Equipamentos já disponíveis no laboratório de micobactérias",0.00,1.00,0.00,I,,,
13820,3541,,"Taxa de bancada de R$ 400,00 depositada mensalmente pelo período de vigência do projeto",9600.00,1.00,9600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13824,3543,,"a secretaria de saude ajudaria ao projeto proporcionando estagiários para fazer as entrevistas",0.00,1.00,0.00,T,N,"Prefeitura Municipal do Rio Grande - Secretaria Municipal da Saúde",S
13824,3544,,"recurso ganho a traves de edital universal",30000.00,1.00,30000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
13829,3545,,"CHAMADA FAPERGS/MS/CNPq/SES-RS n. 03/2017 - PPSUS - Coordenadora: Profa. Lia Gonçalves Possuelo",85176.00,1.00,85176.00,T,E,"Universidade de Santa Cruz do Sul",N
13839,3546,,"Materiais de consumo e para identificação da equipe e passagens hidroviárias.",21632.00,1.00,21632.00,T,E,"Prefeitura Municipal de São José do Norte - Secretaria Municipal da Saúde e Assistência Social",S
13870,3555,,"Financiamento do Projeto",387000.00,1.00,387000.00,T,E,"Freedom Veiculos Eletricos Ltda",N
13876,3558,,"Este valor será pago pela Prefeitura dividido em 10 parcelas mensais",108928.57,1.00,108928.57,T,E,"Prefeitura Municipal do Rio Grande - GABEX",S
13910,3562,,"Recursos da encomenda, aprovados pela FINEP",5000000.00,1.00,5000000.00,T,E,"Financiadora de Estudos e Projetos",S
13940,3564,"Prestação de Serviço","pesquisa por demanda",98000.00,10.00,980000.00,A,,,
13992,3572,"Prestação de Serviço","Realização de ensaios mecânicos",87.69,10000.00,876900.00,A,,,
13997,3574,,"Edital FAPERGS SEBRAE/RS 03/2021 - Programa de apoio a projetos de pesquisa e de inovação na área deEducação Básica - PROEdu",13700.00,1.00,13700.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14006,3576,,"Recurso destinados para a realização do projeto INCT Mar COI",7195600.00,1.00,7195600.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14090,3607,,"Edital 05/2019 Programa Pesquisador Gaúcho - PqGTermo de outorga: 19/2551-0001885-1",21600.00,1.00,21600.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14092,3608,,"Pagamento de pessoas físicas e equipamentos",100000.00,1.00,100000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14094,3609,,"Colaboracao MS (Brasil) e NOH (EUA)",1200000.00,1.00,1200000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14095,3610,,"Recurso oriundo do edital 08/2020 PPSUS",126220.00,1.00,126220.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14104,3611,,"custeio e capital",36000.00,1.00,36000.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14108,3612,,"Capital: R$ 40.000,00Custeio: R$ 20.000,00BOLSAS DE LONGA DURAÇÃO: R$ 14.400,00Modalidade: Iniciação Científica - ICDuração: 36 Meses",74400.00,1.00,74400.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14109,3613,,"Este recurso se refere ao financiamento ni valor de E$ 202.535,00 (Duzentos e dois mil, quinentos e trincando euros) pela Comunidade Européia para projeto de pesquisa.O valor em reais considerou a cotação de E$ 1,00 = R$ 4,34 de 21/06/2019.",881027.00,1.00,881027.00,T,E,"Comunidade Européia",S
14113,3615,,"EDITAL FAPERGS 07/2021 - PROGRAMA PESQUISADOR GAÚCHO - PqG",50500.00,1.00,50500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3616,,"Ponteiras livre de DNase e RNase",1159.98,1.00,1159.98,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3617,,"Eppendorf 0,2mL sem DNase e RNase",533.00,1.00,533.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3618,,Oligonucleotídeos,2900.00,1.00,2900.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3619,,"Trizol Reagent",1750.00,1.00,1750.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3620,,"Meio RPMI-1640 pó",480.00,1.00,480.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3621,,"Antibiótico PSF (Penicilina, Estreptomicina,Fungizona)",350.00,1.00,350.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3622,,"Strips com tampas para reações de qPCR",1250.00,1.00,1250.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3623,,"Master mix para qPCR",4490.02,1.00,4490.02,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3624,,"Kit cDNA Reverse Transcription",6377.00,1.00,6377.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3625,,"Centrífuga p/ microtubos eppendorf de1,5/ 2,0 mL",4500.00,1.00,4500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3626,,"Micropipetador 0,5-10ul",1600.00,1.00,1600.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3627,,"Micropipetador 200ul-1000 uL",2500.00,1.00,2500.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14118,3628,,"Micropipetador 20-200 ul",1800.00,1.00,1800.00,T,E,"Fundação de Amparo a Pesquisa do Estado do Rio Grande do Sul",S
14119,3629,,"R$ 9.900,00 - CapitalR$ 21.100 - Custeio",30000.00,1.00,30000.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14123,3630,,"Recurso repassado à FAURG (interveniente), que realizará a administração financeira do projeto celebrado entre a FURG (Convenente) e a Indústrias Alimentícias Leal Santos (Concedente). O recurso deverá ser repassado à FAURG pela Leal Santos, em parcelas  mensais a partir de Dez/2018 até o fim Nov/2021.",481300.00,1.00,481300.00,T,E,"Indústrias Alimentícias Leal Santos Ltda",N
14126,3631,,"Recurso destinado a realização das atividades do projeto.",484000.00,1.00,484000.00,T,E,"Superintendência do Porto do Rio Grande",N
14130,3633,,"Despesas referente a bolsas, material de consumo e serviços de terceiros",648098.50,1.00,648098.50,T,E,"Companhia Riograndense de Saneamento",S
14132,3634,,"Recursos provenientes da chamada CNPq/MCTI nº 06/2021 - SNCT",11995.00,1.00,11995.00,T,E,"Conselho Nacional de Desenvolvimento Científico e Tecnológico",S
14225,3652,,"Recurso advindo do financiamento de pesquisa relativo ao prêmio Prince Faisal bin Fahad Award - junto ao qual nosso projeto foi selecionado (https://www.pfra.sa/)",563870.00,1.00,563870.00,T,E,"Institute of research and consulting services of Prince Sattam University",N
14201,3641,,"Disponibilização das instalações do CRAM",0.00,1.00,0.00,I,,,
14201,3642,,"Disponibilização das instalações do CRAM localizadas junto ao Museu Oceanográfico para a eleaboração e desenvolvimento do projeto.",0.00,1.00,0.00,C,,,
